지점,지점명,일시,강수량(mm),적설(cm),3시간신적설(cm)
108,서울,2017-07-11 04:00,0,,
108,서울,2017-07-11 09:00,0,,
108,서울,2017-07-11 10:00,0,,
108,서울,2017-07-12 03:00,0,,
108,서울,2017-07-12 04:00,0,,
108,서울,2017-07-12 05:00,0,,
108,서울,2017-07-12 06:00,0,,
108,서울,2017-07-12 07:00,0,,
108,서울,2017-07-14 23:00,0,,
108,서울,2017-07-15 00:00,0,,
108,서울,2017-07-15 01:00,0,,
108,서울,2017-07-15 02:00,0,,
108,서울,2017-07-15 03:00,2.5,,
108,서울,2017-07-15 04:00,6.5,,
108,서울,2017-07-15 05:00,15,,
108,서울,2017-07-15 06:00,3.5,,
108,서울,2017-07-15 07:00,0,,
108,서울,2017-07-15 08:00,0,,
108,서울,2017-07-15 12:00,0,,
108,서울,2017-07-15 13:00,0,,
108,서울,2017-07-15 14:00,0,,
108,서울,2017-07-15 15:00,1.5,,
108,서울,2017-07-15 16:00,5.5,,
108,서울,2017-07-15 17:00,0,,
108,서울,2017-07-15 19:00,0,,
108,서울,2017-07-15 20:00,.5,,
108,서울,2017-07-15 21:00,.5,,
108,서울,2017-07-15 22:00,1,,
108,서울,2017-07-15 23:00,6,,
108,서울,2017-07-16 00:00,0,,
108,서울,2017-07-16 01:00,1,,
108,서울,2017-07-16 02:00,0,,
108,서울,2017-07-16 03:00,2,,
108,서울,2017-07-16 04:00,5.5,,
108,서울,2017-07-16 05:00,11.5,,
108,서울,2017-07-16 06:00,2.5,,
108,서울,2017-07-16 07:00,0,,
108,서울,2017-07-16 09:00,0,,
108,서울,2017-07-16 10:00,0,,
108,서울,2017-07-17 14:00,6.5,,
108,서울,2017-07-17 15:00,0,,
108,서울,2017-07-17 23:00,0,,
108,서울,2017-07-18 00:00,1,,
108,서울,2017-07-18 01:00,.2,,
108,서울,2017-07-18 02:00,.3,,
108,서울,2017-07-18 03:00,.5,,
108,서울,2017-07-18 04:00,0,,
108,서울,2017-07-18 05:00,0,,
108,서울,2017-07-18 06:00,1,,
108,서울,2017-07-18 07:00,0,,
108,서울,2017-07-18 08:00,0,,
108,서울,2017-07-18 09:00,.5,,
108,서울,2017-07-18 10:00,0,,
108,서울,2017-07-22 04:00,0,,
108,서울,2017-07-22 05:00,0,,
108,서울,2017-07-22 06:00,.2,,
108,서울,2017-07-22 07:00,.2,,
108,서울,2017-07-22 08:00,0,,
108,서울,2017-07-22 09:00,0,,
108,서울,2017-07-22 21:00,.1,,
108,서울,2017-07-22 22:00,0,,
108,서울,2017-07-23 00:00,0,,
108,서울,2017-07-23 01:00,.5,,
108,서울,2017-07-23 06:00,0,,
108,서울,2017-07-23 07:00,.5,,
108,서울,2017-07-23 08:00,7,,
108,서울,2017-07-23 09:00,31,,
108,서울,2017-07-23 10:00,38,,
108,서울,2017-07-23 11:00,21.5,,
108,서울,2017-07-23 12:00,35,,
108,서울,2017-07-23 13:00,0,,
108,서울,2017-07-23 14:00,0,,
108,서울,2017-07-24 09:00,.5,,
108,서울,2017-07-24 10:00,0,,
108,서울,2017-07-24 12:00,0,,
108,서울,2017-07-24 13:00,1.5,,
108,서울,2017-07-24 14:00,1,,
108,서울,2017-07-24 15:00,0,,
108,서울,2017-07-27 18:00,0,,
108,서울,2017-07-27 20:00,0,,
108,서울,2017-07-27 21:00,0,,
108,서울,2017-07-27 22:00,0,,
108,서울,2017-07-27 23:00,.5,,
108,서울,2017-07-28 00:00,3,,
108,서울,2017-07-28 01:00,1,,
108,서울,2017-07-28 02:00,1.5,,
108,서울,2017-07-28 03:00,0,,
108,서울,2017-07-28 04:00,0,,
108,서울,2017-07-28 05:00,1,,
108,서울,2017-07-28 06:00,1.5,,
108,서울,2017-07-28 07:00,.5,,
108,서울,2017-07-28 08:00,0,,
108,서울,2017-07-28 09:00,1,,
108,서울,2017-07-28 10:00,1,,
108,서울,2017-07-28 11:00,.5,,
108,서울,2017-07-28 14:00,0,,
108,서울,2017-07-28 15:00,.5,,
108,서울,2017-07-28 16:00,0,,
108,서울,2017-07-29 07:00,0,,
108,서울,2017-07-29 11:00,0,,
108,서울,2017-07-29 12:00,0,,
108,서울,2017-07-31 07:00,0,,
108,서울,2017-07-31 08:00,0,,
108,서울,2017-07-31 09:00,.5,,
108,서울,2017-07-31 10:00,1.5,,
108,서울,2017-07-31 11:00,.5,,
108,서울,2017-07-31 12:00,1,,
108,서울,2017-07-31 13:00,0,,
108,서울,2017-07-31 14:00,0,,
108,서울,2017-07-31 15:00,0,,
108,서울,2017-07-31 16:00,0,,
108,서울,2017-07-31 17:00,0,,
108,서울,2017-08-01 02:00,.5,,
108,서울,2017-08-01 03:00,1,,
108,서울,2017-08-01 04:00,.5,,
108,서울,2017-08-01 05:00,0,,
108,서울,2017-08-05 18:00,0,,
108,서울,2017-08-06 11:00,5,,
108,서울,2017-08-06 12:00,0,,
108,서울,2017-08-06 14:00,0,,
108,서울,2017-08-09 04:00,.1,,
108,서울,2017-08-09 05:00,0,,
108,서울,2017-08-09 07:00,0,,
108,서울,2017-08-09 22:00,.4,,
108,서울,2017-08-09 23:00,0,,
108,서울,2017-08-10 00:00,2,,
108,서울,2017-08-10 01:00,1,,
108,서울,2017-08-10 02:00,1,,
108,서울,2017-08-10 03:00,.5,,
108,서울,2017-08-10 04:00,0,,
108,서울,2017-08-10 05:00,0,,
108,서울,2017-08-10 06:00,.5,,
108,서울,2017-08-10 07:00,.5,,
108,서울,2017-08-10 08:00,0,,
108,서울,2017-08-10 09:00,1,,
108,서울,2017-08-10 10:00,0,,
108,서울,2017-08-10 11:00,0,,
108,서울,2017-08-10 12:00,0,,
108,서울,2017-08-10 13:00,0,,
108,서울,2017-08-10 14:00,0,,
108,서울,2017-08-10 15:00,.5,,
108,서울,2017-08-10 16:00,0,,
108,서울,2017-08-10 17:00,0,,
108,서울,2017-08-10 18:00,0,,
108,서울,2017-08-10 19:00,0,,
108,서울,2017-08-10 20:00,.5,,
108,서울,2017-08-10 21:00,0,,
108,서울,2017-08-10 22:00,0,,
108,서울,2017-08-10 23:00,0,,
108,서울,2017-08-11 07:00,.5,,
108,서울,2017-08-11 08:00,0,,
108,서울,2017-08-11 20:00,0,,
108,서울,2017-08-11 21:00,0,,
108,서울,2017-08-13 23:00,0,,
108,서울,2017-08-14 00:00,0,,
108,서울,2017-08-14 01:00,0,,
108,서울,2017-08-14 04:00,0,,
108,서울,2017-08-14 05:00,0,,
108,서울,2017-08-14 06:00,0,,
108,서울,2017-08-14 13:00,0,,
108,서울,2017-08-14 14:00,0,,
108,서울,2017-08-14 15:00,.1,,
108,서울,2017-08-14 16:00,.1,,
108,서울,2017-08-14 17:00,.3,,
108,서울,2017-08-14 18:00,0,,
108,서울,2017-08-14 19:00,.5,,
108,서울,2017-08-14 20:00,.5,,
108,서울,2017-08-14 21:00,0,,
108,서울,2017-08-15 00:00,0,,
108,서울,2017-08-15 02:00,0,,
108,서울,2017-08-15 03:00,3.5,,
108,서울,2017-08-15 04:00,.5,,
108,서울,2017-08-15 05:00,5.5,,
108,서울,2017-08-15 06:00,10,,
108,서울,2017-08-15 07:00,2,,
108,서울,2017-08-15 08:00,2,,
108,서울,2017-08-15 09:00,1,,
108,서울,2017-08-15 10:00,1,,
108,서울,2017-08-15 11:00,23.5,,
108,서울,2017-08-15 12:00,16,,
108,서울,2017-08-15 13:00,10,,
108,서울,2017-08-15 14:00,3,,
108,서울,2017-08-15 15:00,2,,
108,서울,2017-08-15 16:00,1.5,,
108,서울,2017-08-15 17:00,4,,
108,서울,2017-08-15 18:00,1,,
108,서울,2017-08-15 19:00,3.5,,
108,서울,2017-08-15 20:00,.5,,
108,서울,2017-08-15 21:00,.5,,
108,서울,2017-08-15 22:00,1,,
108,서울,2017-08-15 23:00,1.5,,
108,서울,2017-08-16 00:00,0,,
108,서울,2017-08-16 01:00,.5,,
108,서울,2017-08-16 02:00,0,,
108,서울,2017-08-16 03:00,0,,
108,서울,2017-08-16 04:00,0,,
108,서울,2017-08-16 05:00,0,,
108,서울,2017-08-16 06:00,0,,
108,서울,2017-08-16 07:00,0,,
108,서울,2017-08-16 22:00,.5,,
108,서울,2017-08-16 23:00,1,,
108,서울,2017-08-17 00:00,0,,
108,서울,2017-08-17 03:00,0,,
108,서울,2017-08-17 04:00,.5,,
108,서울,2017-08-17 13:00,0,,
108,서울,2017-08-17 16:00,0,,
108,서울,2017-08-17 17:00,0,,
108,서울,2017-08-18 10:00,0,,
108,서울,2017-08-19 15:00,0,,
108,서울,2017-08-19 16:00,0,,
108,서울,2017-08-19 20:00,0,,
108,서울,2017-08-19 21:00,0,,
108,서울,2017-08-19 22:00,0,,
108,서울,2017-08-19 23:00,0,,
108,서울,2017-08-20 00:00,0,,
108,서울,2017-08-20 01:00,12.5,,
108,서울,2017-08-20 02:00,5,,
108,서울,2017-08-20 03:00,3,,
108,서울,2017-08-20 04:00,3.5,,
108,서울,2017-08-20 05:00,7,,
108,서울,2017-08-20 06:00,1.5,,
108,서울,2017-08-20 07:00,11,,
108,서울,2017-08-20 08:00,7.5,,
108,서울,2017-08-20 09:00,7.5,,
108,서울,2017-08-20 10:00,10,,
108,서울,2017-08-20 11:00,1,,
108,서울,2017-08-20 12:00,2,,
108,서울,2017-08-20 13:00,.5,,
108,서울,2017-08-20 14:00,0,,
108,서울,2017-08-20 15:00,5.5,,
108,서울,2017-08-20 16:00,.5,,
108,서울,2017-08-20 17:00,0,,
108,서울,2017-08-20 18:00,1,,
108,서울,2017-08-20 19:00,3,,
108,서울,2017-08-20 20:00,0,,
108,서울,2017-08-20 21:00,3,,
108,서울,2017-08-20 22:00,17.5,,
108,서울,2017-08-20 23:00,21,,
108,서울,2017-08-21 00:00,1,,
108,서울,2017-08-21 01:00,.1,,
108,서울,2017-08-21 02:00,0,,
108,서울,2017-08-21 03:00,.1,,
108,서울,2017-08-21 04:00,.3,,
108,서울,2017-08-21 05:00,2,,
108,서울,2017-08-21 14:00,1,,
108,서울,2017-08-21 15:00,1.5,,
108,서울,2017-08-23 06:00,4,,
108,서울,2017-08-23 07:00,4.5,,
108,서울,2017-08-23 08:00,0,,
108,서울,2017-08-23 09:00,5,,
108,서울,2017-08-23 10:00,11.5,,
108,서울,2017-08-23 11:00,.5,,
108,서울,2017-08-23 12:00,1.5,,
108,서울,2017-08-23 13:00,.5,,
108,서울,2017-08-23 14:00,.5,,
108,서울,2017-08-23 19:00,0,,
108,서울,2017-08-23 20:00,0,,
108,서울,2017-08-23 21:00,3.5,,
108,서울,2017-08-23 22:00,0,,
108,서울,2017-08-23 23:00,0,,
108,서울,2017-08-24 00:00,0,,
108,서울,2017-08-24 01:00,0,,
108,서울,2017-08-24 03:00,0,,
108,서울,2017-08-24 04:00,.5,,
108,서울,2017-08-24 05:00,0,,
108,서울,2017-08-24 06:00,.5,,
108,서울,2017-08-24 07:00,1,,
108,서울,2017-08-24 08:00,0,,
108,서울,2017-08-24 09:00,0,,
108,서울,2017-08-24 10:00,2,,
108,서울,2017-08-24 11:00,0,,
108,서울,2017-08-24 12:00,0,,
108,서울,2017-08-24 13:00,1,,
108,서울,2017-08-24 14:00,6.5,,
108,서울,2017-08-24 15:00,2,,
108,서울,2017-08-24 16:00,.5,,
108,서울,2017-08-27 17:00,0,,
108,서울,2017-08-28 15:00,0,,
108,서울,2017-08-28 16:00,0,,
108,서울,2017-08-28 17:00,.3,,
108,서울,2017-08-28 18:00,4.7,,
108,서울,2017-08-28 19:00,2,,
108,서울,2017-08-28 20:00,2,,
108,서울,2017-08-28 21:00,0,,
108,서울,2017-09-05 11:00,0,,
108,서울,2017-09-05 12:00,0,,
108,서울,2017-09-05 13:00,0,,
108,서울,2017-09-05 14:00,0,,
108,서울,2017-09-06 08:00,0,,
108,서울,2017-09-06 09:00,0,,
108,서울,2017-09-06 13:00,0,,
108,서울,2017-09-06 14:00,.1,,
108,서울,2017-09-06 15:00,.4,,
108,서울,2017-09-06 16:00,1,,
108,서울,2017-09-06 17:00,.5,,
108,서울,2017-09-06 18:00,0,,
108,서울,2017-09-06 19:00,0,,
108,서울,2017-09-06 20:00,0,,
108,서울,2017-09-06 21:00,0,,
108,서울,2017-09-06 22:00,0,,
108,서울,2017-09-10 20:00,0,,
108,서울,2017-09-10 21:00,0,,
108,서울,2017-09-10 22:00,.1,,
108,서울,2017-09-10 23:00,0,,
108,서울,2017-09-11 00:00,.4,,
108,서울,2017-09-11 01:00,.5,,
108,서울,2017-09-11 02:00,3.5,,
108,서울,2017-09-11 03:00,8.5,,
108,서울,2017-09-11 04:00,3.5,,
108,서울,2017-09-11 05:00,4,,
108,서울,2017-09-11 06:00,2.5,,
108,서울,2017-09-11 07:00,.5,,
108,서울,2017-09-11 08:00,.5,,
108,서울,2017-09-11 09:00,.5,,
108,서울,2017-09-11 10:00,0,,
108,서울,2017-09-11 11:00,0,,
108,서울,2017-09-19 21:00,4,,
108,서울,2017-09-19 22:00,4,,
108,서울,2017-09-23 07:00,0,,
108,서울,2017-09-24 17:00,0,,
108,서울,2017-09-24 21:00,0,,
108,서울,2017-09-26 21:00,0,,
108,서울,2017-09-26 22:00,0,,
108,서울,2017-09-26 23:00,0,,
108,서울,2017-09-27 00:00,0,,
108,서울,2017-09-27 01:00,0,,
108,서울,2017-09-27 02:00,0,,
108,서울,2017-09-27 03:00,.5,,
108,서울,2017-09-27 04:00,0,,
108,서울,2017-09-27 05:00,0,,
108,서울,2017-09-27 06:00,0,,
108,서울,2017-09-27 07:00,0,,
108,서울,2017-09-27 09:00,0,,
108,서울,2017-09-27 10:00,0,,
108,서울,2017-09-27 11:00,0,,
108,서울,2017-09-27 12:00,0,,
108,서울,2017-10-01 11:00,0,,
108,서울,2017-10-01 12:00,0,,
108,서울,2017-10-01 13:00,.4,,
108,서울,2017-10-01 14:00,1.1,,
108,서울,2017-10-01 15:00,0,,
108,서울,2017-10-01 16:00,0,,
108,서울,2017-10-01 17:00,0,,
108,서울,2017-10-01 20:00,.5,,
108,서울,2017-10-01 21:00,0,,
108,서울,2017-10-01 22:00,.5,,
108,서울,2017-10-01 23:00,.5,,
108,서울,2017-10-02 00:00,1,,
108,서울,2017-10-02 01:00,.5,,
108,서울,2017-10-02 02:00,.5,,
108,서울,2017-10-02 03:00,.5,,
108,서울,2017-10-02 04:00,0,,
108,서울,2017-10-06 20:00,0,,
108,서울,2017-10-06 21:00,0,,
108,서울,2017-10-06 22:00,0,,
108,서울,2017-10-06 23:00,.4,,
108,서울,2017-10-07 00:00,.1,,
108,서울,2017-10-07 01:00,0,,
108,서울,2017-10-07 02:00,0,,
108,서울,2017-10-07 03:00,0,,
108,서울,2017-10-09 14:00,0,,
108,서울,2017-10-10 12:00,0,,
108,서울,2017-10-10 17:00,.1,,
108,서울,2017-10-10 18:00,0,,
108,서울,2017-10-10 22:00,0,,
108,서울,2017-10-10 23:00,0,,
108,서울,2017-10-11 00:00,.3,,
108,서울,2017-10-11 01:00,.5,,
108,서울,2017-10-11 02:00,6,,
108,서울,2017-10-11 03:00,1,,
108,서울,2017-10-11 04:00,1,,
108,서울,2017-10-11 05:00,3.5,,
108,서울,2017-10-11 06:00,3,,
108,서울,2017-10-11 07:00,1,,
108,서울,2017-10-11 08:00,2,,
108,서울,2017-10-11 09:00,1.5,,
108,서울,2017-10-11 10:00,.5,,
108,서울,2017-10-11 11:00,0,,
108,서울,2017-10-18 14:00,0,,
108,서울,2017-10-18 15:00,0,,
108,서울,2017-10-18 16:00,.1,,
108,서울,2017-10-18 17:00,0,,
108,서울,2017-10-18 18:00,0,,
108,서울,2017-10-18 19:00,0,,
108,서울,2017-10-18 20:00,0,,
108,서울,2017-10-18 22:00,0,,
108,서울,2017-10-18 23:00,0,,
108,서울,2017-10-19 00:00,0,,
108,서울,2017-11-02 15:00,1,,
108,서울,2017-11-02 18:00,0,,
108,서울,2017-11-03 09:00,.5,,
108,서울,2017-11-03 12:00,1,,
108,서울,2017-11-08 00:00,0,,
108,서울,2017-11-08 03:00,0,,
108,서울,2017-11-10 15:00,1.5,,
108,서울,2017-11-10 18:00,6,,
108,서울,2017-11-13 09:00,0,,
108,서울,2017-11-13 21:00,0,,
108,서울,2017-11-14 00:00,4.5,,
108,서울,2017-11-17 15:00,0,,
108,서울,2017-11-17 18:00,0,,
108,서울,2017-11-17 21:00,0,,
108,서울,2017-11-18 00:00,0,,
108,서울,2017-11-20 15:00,0,,
108,서울,2017-11-20 18:00,0,,
108,서울,2017-11-22 09:00,.5,,
108,서울,2017-11-23 09:00,0,,
108,서울,2017-11-23 12:00,0,,
108,서울,2017-11-23 15:00,0,,
108,서울,2017-11-23 23:00,,.1,
108,서울,2017-11-24 00:00,1.2,1.5,1.5
108,서울,2017-11-24 01:00,,1.5,
108,서울,2017-11-24 02:00,,1.5,
108,서울,2017-11-24 03:00,0,1.5,
108,서울,2017-11-24 04:00,,1.5,
108,서울,2017-11-24 05:00,,1.5,
108,서울,2017-11-24 06:00,,1.3,
108,서울,2017-11-24 07:00,,1.3,
108,서울,2017-11-24 08:00,,1.2,
108,서울,2017-11-24 09:00,,1.2,
108,서울,2017-11-24 10:00,,1.1,
108,서울,2017-11-24 11:00,,.5,
108,서울,2017-11-25 06:00,0,,
108,서울,2017-11-25 09:00,0,,
108,서울,2017-11-25 12:00,.5,,
108,서울,2017-11-25 15:00,3.5,,
108,서울,2017-11-25 18:00,18.5,,
108,서울,2017-11-25 21:00,1.5,,
108,서울,2017-11-29 00:00,.5,,
108,서울,2017-11-29 03:00,0,,
108,서울,2017-12-01 18:00,0,,
108,서울,2017-12-03 03:00,.5,,
108,서울,2017-12-03 06:00,1,,
108,서울,2017-12-03 09:00,2.5,,
108,서울,2017-12-04 03:00,0,,
108,서울,2017-12-04 06:00,.1,,
108,서울,2017-12-06 00:00,.1,.1,.1
108,서울,2017-12-06 01:00,,.3,
108,서울,2017-12-06 02:00,,.4,
108,서울,2017-12-06 03:00,.2,.4,.3
108,서울,2017-12-06 04:00,,.4,
108,서울,2017-12-06 05:00,,.4,
108,서울,2017-12-06 06:00,,.4,
108,서울,2017-12-06 07:00,,.3,
108,서울,2017-12-06 08:00,,.2,
108,서울,2017-12-06 09:00,,.2,
108,서울,2017-12-06 10:00,,.2,
108,서울,2017-12-06 18:00,.3,.3,.3
108,서울,2017-12-06 19:00,,1,
108,서울,2017-12-06 20:00,,1,
108,서울,2017-12-06 21:00,.7,1,.7
108,서울,2017-12-06 22:00,,1,
108,서울,2017-12-06 23:00,,1,
108,서울,2017-12-07 00:00,0,.9,
108,서울,2017-12-07 01:00,,.9,
108,서울,2017-12-07 02:00,,.9,
108,서울,2017-12-07 03:00,,.9,
108,서울,2017-12-07 04:00,,.9,
108,서울,2017-12-07 05:00,,.9,
108,서울,2017-12-07 06:00,,.9,
108,서울,2017-12-07 07:00,,.9,
108,서울,2017-12-07 08:00,,.8,
108,서울,2017-12-07 09:00,,.8,
108,서울,2017-12-07 10:00,,.7,
108,서울,2017-12-07 11:00,,.6,
108,서울,2017-12-07 12:00,,.3,
108,서울,2017-12-10 05:00,,.7,
108,서울,2017-12-10 06:00,2.5,2.7,2.7
108,서울,2017-12-10 07:00,,4,
108,서울,2017-12-10 08:00,,4.1,
108,서울,2017-12-10 09:00,1.6,4.3,1.6
108,서울,2017-12-10 10:00,,4.3,
108,서울,2017-12-10 11:00,,3.9,
108,서울,2017-12-10 12:00,0,3.1,
108,서울,2017-12-10 13:00,,2.1,
108,서울,2017-12-10 14:00,,1.4,
108,서울,2017-12-10 15:00,0,1,
108,서울,2017-12-10 16:00,,.5,
108,서울,2017-12-10 17:00,,.4,
108,서울,2017-12-10 18:00,0,,
108,서울,2017-12-11 00:00,0,,
108,서울,2017-12-15 21:00,0,,
108,서울,2017-12-18 02:00,,.2,
108,서울,2017-12-18 03:00,.3,.5,.5
108,서울,2017-12-18 04:00,,.7,
108,서울,2017-12-18 05:00,,.8,
108,서울,2017-12-18 06:00,.4,1.3,.8
108,서울,2017-12-18 07:00,,1.8,
108,서울,2017-12-18 08:00,,2,
108,서울,2017-12-18 09:00,1.6,4,2.7
108,서울,2017-12-18 10:00,,4.8,
108,서울,2017-12-18 11:00,,4.8,
108,서울,2017-12-18 12:00,1.1,5.1,1.1
108,서울,2017-12-18 13:00,,5,
108,서울,2017-12-18 14:00,,4.2,
108,서울,2017-12-18 15:00,0,3.2,0
108,서울,2017-12-18 16:00,,2.7,
108,서울,2017-12-18 17:00,,2.7,
108,서울,2017-12-18 18:00,,2.7,
108,서울,2017-12-18 19:00,,2.7,
108,서울,2017-12-18 20:00,,2.7,
108,서울,2017-12-18 21:00,,2.6,
108,서울,2017-12-18 22:00,,2.6,
108,서울,2017-12-18 23:00,,2.6,
108,서울,2017-12-19 00:00,,2.6,
108,서울,2017-12-19 01:00,,2.6,
108,서울,2017-12-19 02:00,,2.6,
108,서울,2017-12-19 03:00,,2.6,
108,서울,2017-12-19 04:00,,2.6,
108,서울,2017-12-19 05:00,,2.6,
108,서울,2017-12-19 06:00,,2.6,
108,서울,2017-12-19 07:00,,2.6,
108,서울,2017-12-19 08:00,,2.5,
108,서울,2017-12-19 09:00,,2.5,
108,서울,2017-12-19 10:00,,2.5,
108,서울,2017-12-19 11:00,,2.5,
108,서울,2017-12-19 12:00,,2.3,
108,서울,2017-12-19 13:00,,2.2,
108,서울,2017-12-19 14:00,,2.2,
108,서울,2017-12-19 15:00,,2.1,
108,서울,2017-12-19 16:00,,2,
108,서울,2017-12-19 17:00,,2,
108,서울,2017-12-19 18:00,,2,
108,서울,2017-12-19 19:00,,2,
108,서울,2017-12-19 20:00,,2,
108,서울,2017-12-19 21:00,,2,
108,서울,2017-12-19 22:00,,2,
108,서울,2017-12-19 23:00,,2,
108,서울,2017-12-20 00:00,,2,
108,서울,2017-12-20 01:00,,2,
108,서울,2017-12-20 02:00,,2,
108,서울,2017-12-20 03:00,,2,
108,서울,2017-12-20 04:00,,2,
108,서울,2017-12-20 05:00,,2,
108,서울,2017-12-20 06:00,,2,
108,서울,2017-12-20 07:00,,2,
108,서울,2017-12-20 08:00,,2,
108,서울,2017-12-20 09:00,,2,
108,서울,2017-12-20 10:00,,2,
108,서울,2017-12-20 11:00,,1.9,
108,서울,2017-12-20 12:00,,1.9,
108,서울,2017-12-20 13:00,,1.7,
108,서울,2017-12-20 14:00,,1.7,
108,서울,2017-12-20 15:00,,1.6,
108,서울,2017-12-20 16:00,,1.6,
108,서울,2017-12-20 17:00,,2.2,
108,서울,2017-12-20 18:00,.1,2.2,.6
108,서울,2017-12-20 19:00,,2.2,
108,서울,2017-12-20 20:00,,2.4,
108,서울,2017-12-20 21:00,.1,2.4,.2
108,서울,2017-12-20 22:00,,2.3,
108,서울,2017-12-20 23:00,,2.2,
108,서울,2017-12-21 00:00,,2.2,
108,서울,2017-12-21 01:00,,2.2,
108,서울,2017-12-21 02:00,,2.2,
108,서울,2017-12-21 03:00,,2.2,
108,서울,2017-12-21 04:00,,2.2,
108,서울,2017-12-21 05:00,,2.2,
108,서울,2017-12-21 06:00,,2.2,
108,서울,2017-12-21 07:00,,2.2,
108,서울,2017-12-21 08:00,,2.2,
108,서울,2017-12-21 09:00,,2.2,
108,서울,2017-12-21 10:00,,2.1,
108,서울,2017-12-21 11:00,,2,
108,서울,2017-12-21 12:00,,1.9,
108,서울,2017-12-21 13:00,,1.8,
108,서울,2017-12-21 14:00,,1.6,
108,서울,2017-12-21 15:00,,1,
108,서울,2017-12-21 16:00,,.9,
108,서울,2017-12-21 17:00,,.8,
108,서울,2017-12-21 18:00,,.8,
108,서울,2017-12-21 19:00,,.8,
108,서울,2017-12-21 20:00,,.8,
108,서울,2017-12-21 21:00,,.8,
108,서울,2017-12-21 22:00,,.8,
108,서울,2017-12-21 23:00,,.8,
108,서울,2017-12-22 00:00,,.8,
108,서울,2017-12-22 01:00,,.8,
108,서울,2017-12-22 02:00,,.8,
108,서울,2017-12-22 03:00,,.7,
108,서울,2017-12-22 04:00,,.7,
108,서울,2017-12-22 05:00,,.7,
108,서울,2017-12-22 06:00,,.7,
108,서울,2017-12-22 07:00,,.7,
108,서울,2017-12-22 08:00,,.7,
108,서울,2017-12-22 09:00,,.6,
108,서울,2017-12-22 10:00,,.5,
108,서울,2017-12-24 06:00,.1,,
108,서울,2017-12-24 09:00,6.4,,
108,서울,2017-12-24 12:00,9.5,,
108,서울,2017-12-24 15:00,3.5,,
108,서울,2017-12-24 18:00,.5,,
108,서울,2017-12-29 00:00,0,,
108,서울,2017-12-29 03:00,0,,
108,서울,2017-12-30 18:00,.3,,
108,서울,2017-12-30 21:00,.2,,
108,서울,2017-12-31 00:00,.2,.2,.2
